"","name","scientificName","genus","species","decimalLongitude","decimalLatitude","country"
"333","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",29.01667,-24.18333,"South Africa"
"334","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",21.9,-27.28333,"South Africa"
"335","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",22.26667,-28.21667,"South Africa"
"336","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",22.46667,-26.13333,"Botswana"
"337","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",22.46667,-26.13333,"Botswana"
"338","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,"South Africa"
"339","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,"South Africa"
"340","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",36.05,-0.08333,"Kenya"
"341","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",21.9,-27.28333,"South Africa"
"342","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",19.81667,-26.36667,"Namibia"
"343","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",36.68333,0.81667,"Kenya"
"344","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"345","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",29.36767,-22.8525,"South Africa"
"346","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"United States"
"347","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"348","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"349","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"350","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"351","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"352","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"353","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"354","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.83333,-31.03333,"South Africa"
"355","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",21.6,-31.83333,"South Africa"
"356","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"357","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",21.63333,-31.83333,"South Africa"
"358","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",21.45,-31.83333,"South Africa"
"359","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",21.45,-31.83333,"South Africa"
"360","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.9,-31.1,"South Africa"
"361","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"362","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.83333,-31.03333,"South Africa"
"363","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",21.63333,-31.83333,"South Africa"
"364","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",21.63333,-31.83333,"South Africa"
"365","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"366","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"367","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",17.45,-29.25,"South Africa"
"368","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",29.46317,-23.74817,"South Africa"
"369","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",22.53333,-26.75,"South Africa"
"370","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",21.96667,-28.3,"South Africa"
"371","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"372","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",NA,NA,NA
"373","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"374","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",18.68333,-30.55,"South Africa"
"375","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.35,-31.98333,"South Africa"
"376","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",19.5,-31.45,"South Africa"
"377","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"378","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",17.16667,-29.31667,"South Africa"
"379","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",18.1,-30.36667,"South Africa"
"380","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"381","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",16.85,-28.38333,"South Africa"
"382","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"383","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"South Africa"
"384","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,"South Africa"
"385","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,"South Africa"
"386","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"387","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",NA,NA,"Botswana"
"388","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",NA,NA,"Botswana"
"389","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",NA,NA,"Botswana"
"390","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",35.93333,-0.01667,"Kenya"
"391","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",35.93333,-0.01667,"Kenya"
"392","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",35.93333,-0.01667,"Kenya"
"393","Psammobates geometricus","Psammobates geometricus Linnaeus, 1758","Psammobates","Psammobates geometricus",NA,NA,"South Africa"
"394","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",17.61667,-29.21667,"South Africa"
"395","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",34.65213,2.50735,"Uganda"
"396","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"South Africa"
"397","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",32.25,-26.91667,"South Africa"
"398","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",24.73333,-26.95,"South Africa"
"399","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",32.25,-26.91667,"South Africa"
"400","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",32.25,-26.91667,"South Africa"
"401","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",24.73333,-26.95,"South Africa"
"402","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"403","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Botswana"
"404","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"405","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"406","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"407","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"408","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",NA,NA,"Botswana"
"409","Psammobates tentorius","Psammobates tentorius verroxii (Smith, 1839)","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"410","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"411","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"412","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",31.85,-28.3,"South Africa"
"413","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"414","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"415","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"416","Psammobates geometricus","Psammobates geometricus Linnaeus, 1758","Psammobates","Psammobates geometricus",NA,NA,NA
"417","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,"South Africa"
"418","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",35.83333,-3.58333,"Tanzania, United Republic of"
"419","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"420","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",33.5,-22.83333,"Mozambique"
"421","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"422","Psammobates pardalis","Stigmochelys pardalis Valverde, 2005","Psammobates","Psammobates pardalis",NA,NA,"South Africa"
"423","Psammobates tentorius","Psammobates tentorius trimeni (Boulenger, 1886)","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"424","Psammobates tentorius","Psammobates tentorius subsp. tentorius","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"425","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",22.73333,-27.93333,"South Africa"
"426","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"427","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",31.35,-22.61667,"South Africa"
"428","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,"South Africa"
"429","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",26.2,-29.13333,"South Africa"
"430","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",16.86667,-28.45,"South Africa"
"431","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",16.86667,-28.45,"South Africa"
"432","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"433","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"434","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"435","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"436","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"437","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"438","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"439","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"440","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"441","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"442","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"443","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"444","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Somalia"
"445","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",37.51217,-2.72138,"Kenya"
"446","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"447","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"448","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"449","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"450","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"451","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",21.71667,-22.38333,"Botswana"
"452","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",21.71667,-22.38333,"Botswana"
"453","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",21.91667,-24.48333,"Botswana"
"454","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"455","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",21.88333,-25.48333,"Botswana"
"456","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"South Africa"
"457","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"458","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,NA
"459","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",23.76667,-31.95,"South Africa"
"460","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",23.76667,-31.95,"South Africa"
"461","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",23.76667,-31.95,"South Africa"
"462","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"463","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"464","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",36.68333,-3.36667,"Tanzania, United Republic of"
"465","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"466","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"467","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",NA,NA,"Botswana"
"468","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",20.6,-19.97,"Namibia"
"469","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",20.6,-19.7,"Namibia"
"470","Psammobates oculifer","Psammobates oculifer Kuhl, 1820","Psammobates","Psammobates oculifer",NA,NA,"Namibia"
"471","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Tanzania, United Republic of"
"472","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",17.88333,-29.66667,"South Africa"
"473","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",22.01667,-33.21667,"South Africa"
"474","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",22.01667,-33.21667,"South Africa"
"475","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",23.48333,-33.28333,"South Africa"
"476","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",22.01667,-33.21667,"South Africa"
"477","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",23.48333,-33.28333,"South Africa"
"478","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,"South Africa"
"479","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",17.98333,-30.55,"South Africa"
"480","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",17.98333,-30.55,"South Africa"
"481","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",28.21667,-25.68333,"South Africa"
"482","Psammobates oculifer","Psammobates oculiferus King, 1989","Psammobates","Psammobates oculifer",NA,NA,NA
"483","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"Zimbabwe"
"484","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.58333,-33.23333,"South Africa"
"485","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",24.08333,-29.61667,"South Africa"
"486","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"487","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",24.08333,-29.61667,"South Africa"
"488","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.58333,-33.23333,"South Africa"
"489","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.58333,-33.23333,"South Africa"
"490","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.58333,-33.23333,"South Africa"
"491","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.58333,-33.23333,"South Africa"
"492","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.58333,-33.23333,"South Africa"
"493","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",24.08333,-29.61667,"South Africa"
"494","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",24.08333,-29.61667,"South Africa"
"495","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.58333,-33.23333,"South Africa"
"496","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.58333,-33.23333,"South Africa"
"497","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",20.58333,-33.23333,"South Africa"
"498","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",NA,NA,"South Africa"
"499","Psammobates tentorius","Psammobates tentorius Bell, 1828","Psammobates","Psammobates tentorius",21.21667,-33.91667,"South Africa"
"500","Psammobates pardalis","Geochelone pardalis Vinke, 2005","Psammobates","Psammobates pardalis",NA,NA,"South Africa"
